Player,Team,Position,oRAR,oWAR,DRS,dWAR,pRAR,pWAR,WAR
Nick Frusco,Clemson,P,0,0,-0.16,-0.01,3.5,0.26,0.25
Eric Valdez,Nevada,P,0,0,0.01,0,3.4,0.25,0.25
Chris Grothues,UCLA,P,0,0,0.11,0.01,3.3,0.24,0.25
Garren Rizzo,USC,P,0,0,0,0,3.4,0.25,0.25
Dylan Rogers,UNLV,P,0,0,0,0,3.4,0.25,0.25
Josh Morano,Cal Poly,P,0,0,1.61,0.12,1.8,0.13,0.25
Bryan Boully,Florida Atlantic,P,0,0,0.04,0,3.3,0.24,0.25
Easton Jones,Utah,P,0,0,0,0,3.4,0.25,0.25
Derek Lebron,Murray State,P,0,0,-0.34,-0.03,3.7,0.27,0.25
Elian Balmaceda,Stephen F. Austin,P,0,0,0.44,0.03,3,0.22,0.25
Colin Neimeister,Ohio,P,0,0,0,0,3.4,0.25,0.25
Brennan Eager,Cincinnati,P,0,0,0.07,0.01,3.3,0.24,0.25
Andrew Monson,Sacramento State,P,0,0,0.17,0.01,3.2,0.24,0.25
Brayden Bergman,Baylor,P,0,0,0.35,0.03,3,0.22,0.25
Matthew Mueller,Milwaukee,P,0,0,0.06,0,3.3,0.24,0.25
Aidan Coleman,Abilene Christian,P,0,0,2.6,0.19,0.8,0.06,0.25
Tom Mahoney,Northeastern,P,0,0,0.12,0.01,3.2,0.24,0.24
Connor Mattison,Kentucky,P,0,0,0.66,0.05,2.6,0.19,0.24
Shane Keup,Winthrop,P,0,0,0,0,3.2,0.24,0.24
Sam Stevens,Xavier,P,0,0,0,0,3.3,0.24,0.24
Eli Blair,Florida,P,0,0,0,0,3.2,0.24,0.24
Aiden Zerr,Notre Dame,P,0,0,0.02,0,3.3,0.24,0.24
Devin Wolff,Fairfield,P,0,0,0,0,3.3,0.24,0.24
Ryan McCarroll,Northeastern,P,0,0,0.17,0.01,3.1,0.23,0.24
TJ Ziermann,UNC Wilmington,P,0,0,0,0,3.2,0.24,0.24
A.J. Doll,North Dakota State,P,0,0,0,0,3.3,0.24,0.24
Talmadge Davis,Jackson State,P,0,0,0,0,3.2,0.24,0.24
Trent Jordan,Little Rock,P,0,0,-0.61,-0.04,3.9,0.29,0.24
Mike DeBattista,UTSA,P,0,0,0.19,0.01,3.1,0.23,0.24
Zach Wager,UT Martin,P,0,0,0,0,3.2,0.24,0.24
John Cerwinski,Penn,P,0,0,-0.15,-0.01,3.4,0.25,0.24
Justin Brown,Michigan,P,0,0,0.19,0.01,3.1,0.23,0.24
Zane Starling,North Florida,P,0,0,0.2,0.01,3,0.22,0.24
Logan Spivey,Georgia,P,0,0,0,0,3.2,0.24,0.24
Bobby Spencer,Southern,P,0,0,0.79,0.06,2.5,0.18,0.24
Nolan Roycraft,Rice,P,0,0,0,0,3.2,0.24,0.24
Brennan Rumpf,Maine,P,0,0,-0.4,-0.03,3.6,0.27,0.24
Jared Glenn,Gonzaga,P,0,0,0.83,0.06,2.4,0.18,0.24
Jake Lanzer,Stonehill,P,0,0,0,0,3.3,0.24,0.24
Mauricio Rodriguez,Richmond,P,0,0,0,0,3.3,0.24,0.24
George Adams,Florida International,P,0,0,-0.08,-0.01,3.4,0.25,0.24
Kurt Marton,Sacramento State,P,0,0,0,0,3.3,0.24,0.24
Cody New,California Baptist,P,0,0,0,0,3.2,0.24,0.24
Jamie Vicens,Georgia Tech,P,0,0,0.06,0,3.2,0.24,0.24
Ryan Inouye,Hawaii,P,0,0,0.06,0,3.2,0.24,0.24
Jack Barr,UT Arlington,P,0,0,0.13,0.01,3.1,0.23,0.24
Casey Vaughn,Siena,P,0,0,0,0,3.3,0.24,0.24
Alex Ramos,Long Beach State,P,0,0,-0.27,-0.02,3.5,0.26,0.24
Erick Peralta,Miami,P,0,0,0.07,0.01,3.2,0.24,0.24
Trace Monroe,VMI,P,0,0,0.6,0.04,2.6,0.19,0.24
Landon Sexton,Middle Tennessee,P,0,0,0.11,0.01,3.2,0.24,0.24
Matthew Spada,Boston College,P,0,0,0,0,3.2,0.24,0.24
Mason Yokum,The Citadel,P,0,0,0,0,3.3,0.24,0.24
Cole Chace,Indiana State,P,0,0,0,0,3.2,0.24,0.24
Coleman Bobb,VCU,P,0,0,0.07,0.01,3.2,0.24,0.24
Samuel Jackson,New Mexico,P,0,0,-0.1,-0.01,3.4,0.25,0.24
Aidan Keenan,Stanford,P,0,0,-0.1,-0.01,3.4,0.25,0.24
Matthew Rheaume,Houston Christian,P,0,0,1.22,0.09,2.1,0.15,0.24
Tyler Bassett,VMI,P,0,0,0.39,0.03,2.9,0.21,0.24
Carson Olsen,California Baptist,P,0,0,-0.19,-0.01,3.5,0.26,0.24
Cole Simoneaux,Nicholls,P,0,0,0.03,0,3.2,0.24,0.24
Kadin Munson,Stephen F. Austin,P,0,0,0.75,0.06,2.5,0.18,0.24
Diego Luzardo,Houston,P,0,0,0.17,0.01,3.1,0.23,0.24
AJ Lausten,North Dakota State,P,0,0,0,0,3.3,0.24,0.24
Randy Guzman,Winthrop,P,0,0,0.97,0.07,2.3,0.17,0.24
Preston Chaudoin,Murray State,P,0,0,0,0,3.2,0.24,0.24
Nick West,Yale,P,0,0,-0.09,-0.01,3.2,0.24,0.23
Chayse Gruber,Richmond,P,0,0,1.08,0.08,2.1,0.15,0.23
Garett Blanchard,McNeese,P,0,0,0.62,0.05,2.5,0.18,0.23
Jackson Bergman,Indiana,P,0,0,0.2,0.01,2.9,0.21,0.23
Francesco Capocci,UNC Wilmington,P,0,0,-0.27,-0.02,3.4,0.25,0.23
Lane Duff,James Madison,P,0,0,0.09,0.01,3.1,0.23,0.23
Sam Heyman,Belmont,P,0,0,0.63,0.05,2.5,0.18,0.23
Connor Tallakson,UNLV,C,0.06,0,3.09,0.23,0,0,0.23
Alex Philpott,South Carolina,P,0,0,0.37,0.03,2.7,0.2,0.23
Adrian Quezada,Queens (NC),P,0,0,0.6,0.04,2.5,0.18,0.23
Jack Smith,Eastern Kentucky,P,0,0,0,0,3.1,0.23,0.23
Cooper Montelbano,Fairleigh Dickinson,P,0,0,0.67,0.05,2.4,0.18,0.23
Jett Wright,California,P,0,0,0.06,0,3,0.22,0.23
Nolan Geisler,UMass Lowell,P,0,0,0.12,0.01,3,0.22,0.23
Andres Castro,Nevada,P,0,0,0.88,0.06,2.2,0.16,0.23
Zach Johnson,Cal State Northridge,P,0,0,0.38,0.03,2.8,0.21,0.23
Ryan Rushing,FGCU,P,0,0,0.29,0.02,2.9,0.21,0.23
Konnor Graham,South Alabama,P,0,0,0,0,3.1,0.23,0.23
Reece Bueno,San Diego,P,0,0,0,0,3.1,0.23,0.23
Eric Van Valkenburg,Houston,P,0,0,0,0,3.1,0.23,0.23
Henry Brummel,Illinois State,P,0,0,0,0,3.1,0.23,0.23
Nick Frers,VCU,P,0,0,0.25,0.02,2.9,0.21,0.23
Miller Alston,Wofford,P,0,0,0.16,0.01,2.9,0.21,0.23
Braxton Stewart,Nebraska,P,0,0,0,0,3.1,0.23,0.23
Ben Bosse,Tarleton State,P,0,0,0,0,3.1,0.23,0.23
Jaylen Merchant,Alabama State,P,0,0,-0.04,0,3.1,0.23,0.23
Christian Dray,Richmond,P,0,0,0.16,0.01,2.9,0.21,0.23
Buddy Baker,VMI,P,0,0,0.16,0.01,3,0.22,0.23
Wesley Moore,Georgia State,P,0,0,0.07,0.01,3,0.22,0.23
Ayden Benson,Wichita State,P,0,0,0,0,3.1,0.23,0.23
Peter Underwood,Lindenwood,P,0,0,0.14,0.01,3,0.22,0.23
Bryson Huwar,Charleston Southern,P,0,0,0.3,0.02,2.8,0.21,0.23
Eben Hansen,Southern Indiana,P,0,0,0.17,0.01,2.9,0.21,0.23
Jacob Fried,Loyola Marymount,P,0,0,0.45,0.03,2.7,0.2,0.23
Brayden Krenzel,Tennessee,P,0,0,0.22,0.02,2.9,0.21,0.23
Sam Fairhurst,Lehigh,P,0,0,-0.36,-0.03,3.5,0.26,0.23
Dillon Masters,Ohio,P,0,0,0.95,0.07,2.2,0.16,0.23
Matt Hamilton,Davidson,P,0,0,0,0,3,0.22,0.22
Owen Wheeler,Maine,P,0,0,0.12,0.01,2.9,0.21,0.22
Marco DiGirolamo,UC Riverside,P,0,0,-0.02,0,3,0.22,0.22
Luc Lavigueur,Rhode Island,P,0,0,-0.18,-0.01,3.1,0.23,0.22
Jax Traeger,Rice,P,0,0,0,0,3,0.22,0.22
Dominic Vassallo,Long Island,P,0,0,-0.34,-0.03,3.3,0.24,0.22
Aidan Hayse,Mercer,P,0,0,0.07,0.01,2.9,0.21,0.22
Drew Dawson,Charleston Southern,P,0,0,0.68,0.05,2.3,0.17,0.22
Chris McKeon,Siena,P,0,0,0,0,3,0.22,0.22
Brady Banker,Indiana State,P,0,0,0.04,0,3,0.22,0.22
Beau Elson,Fordham,P,0,0,-0.51,-0.04,3.5,0.26,0.22
Parker Webb,Campbell,P,0,0,0.46,0.03,2.5,0.18,0.22
Trieg Matthews,Akron,P,0,0,0.01,0,3,0.22,0.22
Mason Koczwara,Florida International,P,0,0,-0.36,-0.03,3.3,0.24,0.22
Jack Werkowitch,Lindenwood,P,0,0,0,0,3,0.22,0.22
Joey Ciancimino,Pittsburgh,P,0,0,0.32,0.02,2.6,0.19,0.22
Haden Luke,Nicholls,P,0,0,0.03,0,3,0.22,0.22
Bryce DiPiero,Central Connecticut,P,0,0,-0.18,-0.01,3.2,0.24,0.22
Nakni Anna,USF,P,0,0,0.45,0.03,2.6,0.19,0.22
Alec Ammerman,Southern Illinois,P,0,0,-0.28,-0.02,3.2,0.24,0.22
Gavan Wernsing,Southern Illinois,P,0,0,0,0,3,0.22,0.22
Clint Lafferty,Mississippi Valley,P,0,0,-0.15,-0.01,3.2,0.24,0.22
Diego Corrales,McNeese,P,0,0,-0.36,-0.03,3.3,0.24,0.22
Frank Perez,Bethune-Cookman,P,0,0,0,0,3,0.22,0.22
Stephen Curry,Seton Hall,P,0,0,-0.03,0,3,0.22,0.22
Dylan Waite,Hawaii,P,0,0,0,0,3,0.22,0.22
Saul Soto,Hawaii,P,0,0,0.36,0.03,2.6,0.19,0.22
Evan Myers,Western Carolina,P,0,0,0.81,0.06,2.2,0.16,0.22
Oisin Lee,Notre Dame,P,0,0,0.22,0.02,2.8,0.21,0.22
Connor Busson,Gardner-Webb,P,0,0,0,0,3,0.22,0.22
Bryan Yang,Brown,P,0,0,0.1,0.01,2.9,0.21,0.22
Matthew Dallas,Wake Forest,P,0,0,0.22,0.02,2.8,0.21,0.22
Jett Hope,Austin Peay,P,0,0,0.06,0,2.9,0.21,0.22
Paul Grossman,USC,P,0,0,0,0,3,0.22,0.22
Truitt Webb,Southeastern Louisiana,P,0,0,1.39,0.1,1.6,0.12,0.22
Andrew Edrington,Ohio State,P,0,0,0.14,0.01,2.8,0.21,0.22
Marko Sipila,Ole Miss,P,0,0,0,0,3,0.22,0.22
Josh Gunther,South Carolina,P,0,0,0.2,0.01,2.8,0.21,0.22
Bryon Rincones,Bethune-Cookman,P,0,0,0.15,0.01,2.8,0.21,0.22
Shuto Okumura,Illinois State,P,0,0,0.91,0.07,1.9,0.14,0.21
Jameson Dobis,Bryant,P,0,0,0,0,2.8,0.21,0.21
Joey Wittig,Louisiana Tech,P,0,0,0.43,0.03,2.4,0.18,0.21
Jack Fortner,Middle Tennessee,P,0,0,0.04,0,2.8,0.21,0.21
Sam Bryan,Pittsburgh,P,0,0,0.3,0.02,2.5,0.18,0.21
Jack Garvey,New Orleans,P,0,0,-0.41,-0.03,3.2,0.24,0.21
Jacob Roettgen,Murray State,P,0,0,0,0,2.8,0.21,0.21
John Delgado,Dayton,P,0,0,0.4,0.03,2.4,0.18,0.21
Karsen Richard,Wichita State,P,0,0,0,0,2.8,0.21,0.21
Kade Bing,Texas,P,0,0,-0.39,-0.03,3.2,0.24,0.21
Brandon Newland,Bellarmine,P,0,0,0,0,2.9,0.21,0.21
Davis Budd,Western Carolina,P,0,0,-0.58,-0.04,3.4,0.25,0.21
Dorsy Asencio,Rhode Island,P,0,0,0,0,2.8,0.21,0.21
Ethan Grim,Virginia Tech,P,0,0,-0.35,-0.03,3.2,0.24,0.21
Brendan Cowen,Virginia,P,0,0,-0.39,-0.03,3.3,0.24,0.21
Jonah Richardson,Delaware,P,0,0,0,0,2.8,0.21,0.21
Caleb Muffoletto,Northwestern State,P,0,0,0.05,0,2.8,0.21,0.21
Ben Groeschl,Dayton,P,0,0,0,0,2.9,0.21,0.21
Jace Stancil,College of Charleston,P,0,0,0.71,0.05,2.2,0.16,0.21
Noah Tabaie,Long Island,P,0,0,0,0,2.8,0.21,0.21
Chase Davis,Houston Christian,P,0,0,0,0,2.9,0.21,0.21
Riley Weatherwax,Monmouth,P,0,0,0,0,2.8,0.21,0.21
Chapman Weber,UC San Diego,P,0,0,0.07,0.01,2.8,0.21,0.21
Andrew Harbour,USC,P,0,0,0,0,2.9,0.21,0.21
Zak Johnson,Sam Houston State,P,0,0,0.31,0.02,2.6,0.19,0.21
Kaine Samuels,Western Kentucky,P,0,0,0,0,2.8,0.21,0.21
Mikey Rodriques,Youngstown State,P,0,0,0.23,0.02,2.6,0.19,0.21
Nick Dugan,Stanford,P,0,0,0.5,0.04,2.3,0.17,0.21
Cade Smith,Texas State,P,0,0,0.94,0.07,1.9,0.14,0.21
Caiden Stewart,Southern,P,0,0,0,0,2.9,0.21,0.21
Carter Burnette,Western Carolina,P,0,0,0.49,0.04,2.3,0.17,0.21
Calvert Clark,Appalachian State,P,0,0,-0.29,-0.02,3.1,0.23,0.21
Nathan Hook,USC Upstate,P,0,0,-0.09,-0.01,2.9,0.21,0.21
Jacob Pedersen,Rutgers,P,0,0,0.65,0.05,2.2,0.16,0.21
Kaden Rylance,South Dakota State,P,0,0,0.18,0.01,2.7,0.2,0.21
Xavier Farnum,Southern Illinois,C,-0.05,0,2.91,0.21,0,0,0.21
Tyler Wood,UC Davis,P,0,0,0.34,0.03,2.5,0.18,0.21
Tyler Roark,UL Monroe,P,0,0,0.29,0.02,2.6,0.19,0.21
Garrett Theile,Manhattan,P,0,0,0.3,0.02,2.6,0.19,0.21
Chris Ho,Seton Hall,P,0,0,-0.34,-0.03,3.2,0.24,0.21
Tim Grack,UC Irvine,P,0,0,-0.12,-0.01,3,0.22,0.21
Hunter Phipps,College of Charleston,P,0,0,0,0,2.9,0.21,0.21
Bryson Treichel,Kentucky,P,0,0,0,0,2.9,0.21,0.21
Ethan Phillips,Stetson,P,0,0,-0.24,-0.02,3.1,0.23,0.21
Caden Tarango,Tulane,P,0,0,0.3,0.02,2.5,0.18,0.21
AJ Kostic,Lamar,P,0,0,-0.9,-0.07,3.7,0.27,0.21
Riley Gibson,Liberty,0,0,0,0,0,2.8,0.21,0.21
Greyson Osbun,Nevada,P,0,0,0,0,2.8,0.21,0.21
Vincent Braga,Santa Clara,P,0,0,0.25,0.02,2.6,0.19,0.21
Julian Mlodzinski,Florida International,P,0,0,2.16,0.16,0.5,0.04,0.2
Cooper Lanz,Santa Clara,P,0,0,0.42,0.03,2.3,0.17,0.2
Graham Kollen,Purdue,P,0,0,0.66,0.05,2.1,0.15,0.2
Noah Hertzler,William & Mary,P,0,0,0.08,0.01,2.7,0.2,0.2
Shane Sdao,Texas A&M,P,0,0,0.11,0.01,2.6,0.19,0.2
Brady Bouchard,Binghamton,P,0,0,0.58,0.04,2.1,0.15,0.2
Cole Warehime,Illinois,RF,0.05,0,2.72,0.2,0,0,0.2
Jake Danyluk,Monmouth,P,0,0,0.06,0,2.7,0.2,0.2
Ethan Firestein,Bucknell,P,0,0,0,0,2.7,0.2,0.2
John Ondus,Niagara,P,0,0,0,0,2.7,0.2,0.2
Hudson Hamilton,Texas,P,0,0,0.06,0,2.7,0.2,0.2
Luke Dellentash,Stonehill,P,0,0,0.06,0,2.6,0.19,0.2
Drew Blake,Oklahoma State,P,0,0,1.04,0.08,1.7,0.13,0.2
Matthew Tarr,Northern Illinois,P,0,0,0.48,0.04,2.3,0.17,0.2
Nate Marshall,Eastern Illinois,P,0,0,0.27,0.02,2.5,0.18,0.2
Josh Cottrill,Longwood,P,0,0,0,0,2.7,0.2,0.2
Andrew Malec,Mercyhurst,P,0,0,0.13,0.01,2.6,0.19,0.2
Ethan Robinson,Middle Tennessee,P,0,0,0,0,2.7,0.2,0.2
England Bryan,Vanderbilt,P,0,0,0.25,0.02,2.5,0.18,0.2
Thrasher Steed,Stetson,P,0,0,0,0,2.7,0.2,0.2
Brisen Tweedy,USF,P,0,0,0.49,0.04,2.2,0.16,0.2
Parker Aikens,Rhode Island,P,0,0,0.86,0.06,1.9,0.14,0.2
Zach Davis,Bryant,P,0,0,0,0,2.7,0.2,0.2
Brendan Opat,NJIT,P,0,0,0,0,2.7,0.2,0.2
Charlie Smith,Memphis,P,0,0,0.41,0.03,2.3,0.17,0.2
Thomas Crabtree,Southern Miss,P,0,0,0.11,0.01,2.6,0.19,0.2
Mason Tompkins,Winthrop,P,0,0,0.11,0.01,2.6,0.19,0.2
Kaleb Smith,Liberty,P,0,0,0.25,0.02,2.5,0.18,0.2
Seth Garner,Memphis,P,0,0,2.02,0.15,0.7,0.05,0.2
Leo Odom,Ole Miss,P,0,0,0.05,0,2.6,0.19,0.2
Sebastian Holt,Maine,P,0,0,0.3,0.02,2.4,0.18,0.2
Gabe Nard,Florida State,P,0,0,0.24,0.02,2.5,0.18,0.2
Andrew Carroll,Southeast Missouri,P,0,0,0.54,0.04,2.2,0.16,0.2
Sebastian Schreiber,Santa Clara,P,0,0,0,0,2.7,0.2,0.2
Caleb Okada,Hawaii,P,0,0,-0.34,-0.03,3,0.22,0.2
Mason McCarroll,Central Connecticut,P,0,0,0,0,2.7,0.2,0.2
Luke Cornelison,Arkansas,P,0,0,0.19,0.01,2.5,0.18,0.2
Brayden Gregg,Hofstra,P,0,0,0.48,0.04,2.2,0.16,0.2
Simon Yochum,Davidson,P,0,0,1.41,0.1,1.2,0.09,0.19
Luke Thomas,UNC Greensboro,P,0,0,0.42,0.03,2.2,0.16,0.19
Connor Mondey,Sam Houston State,P,0,0,1.34,0.1,1.3,0.1,0.19
Ethan Louthan,Northern Colorado,P,0,0,0.06,0,2.5,0.18,0.19
Braydon Sanford,Oral Roberts,P,0,0,0,0,2.6,0.19,0.19
Andrew Floyd,South Alabama,P,0,0,0,0,2.6,0.19,0.19
Kam Hardebeck,Houston Christian,P,0,0,0,0,2.6,0.19,0.19
Aaron Ragat,Bellarmine,P,0,0,2.11,0.16,0.5,0.04,0.19
Logan Eisenbarth,FGCU,P,0,0,0.24,0.02,2.3,0.17,0.19
Cameron Horner,Florida Atlantic,P,0,0,0,0,2.6,0.19,0.19
Daren Barrera,UTRGV,P,0,0,0,0,2.6,0.19,0.19
Jack Brown,Louisville,P,0,0,-0.25,-0.02,2.8,0.21,0.19
Quinn Yellin,Maryland,P,0,0,0,0,2.6,0.19,0.19
Connor Nation,Louisiana Tech,P,0,0,0.23,0.02,2.4,0.18,0.19
Luke Wright,Lindenwood,P,0,0,2.09,0.15,0.5,0.04,0.19
Diego Reilly-Bell,Fordham,P,0,0,0,0,2.6,0.19,0.19
Brad Benton,USC Upstate,P,0,0,0.64,0.05,1.9,0.14,0.19
Carson Joyner,UL Monroe,P,0,0,0,0,2.6,0.19,0.19
Nate Gray,BYU,P,0,0,0.1,0.01,2.5,0.18,0.19
Kellen Moore,Lafayette,P,0,0,-0.87,-0.06,3.5,0.26,0.19
Eli Bridenthal,Xavier,P,0,0,0,0,2.6,0.19,0.19
Dane LeMaster,Lipscomb,P,0,0,0,0,2.6,0.19,0.19
Colin Wolfe,Southern Indiana,P,0,0,0.15,0.01,2.4,0.18,0.19
Bryce Gluckman,Stetson,P,0,0,0,0,2.6,0.19,0.19
Andrew Marble,Samford,P,0,0,0.13,0.01,2.4,0.18,0.19
Tyler Longoria,St. John's,P,0,0,0.06,0,2.5,0.18,0.19
Zach Gleason,Rutgers,P,0,0,0.06,0,2.5,0.18,0.19
Parker Puetz,North Dakota State,P,0,0,-0.06,0,2.7,0.2,0.19
Dillon Schueler,Cincinnati,P,0,0,-0.37,-0.03,2.8,0.21,0.18
Kyle Manship,Illinois State,P,0,0,0,0,2.5,0.18,0.18
Matt Gallant,Charleston Southern,P,0,0,-0.02,0,2.4,0.18,0.18
Jordan Brown,Florida A&M,RF,-0.02,0,2.46,0.18,0,0,0.18
Joey Collier,Air Force,P,0,0,0.01,0,2.4,0.18,0.18
Justice de Jong,Auburn,P,0,0,0.1,0.01,2.4,0.18,0.18
Alan Gonzalez,San Francisco,P,0,0,0.13,0.01,2.3,0.17,0.18
Vincent Luther,Binghamton,P,0,0,0.07,0.01,2.4,0.18,0.18
Mason Little,UT Martin,P,0,0,-0.14,-0.01,2.6,0.19,0.18
Ed Wagner,North Florida,P,0,0,0.52,0.04,1.9,0.14,0.18
Preston Rogers,FGCU,P,0,0,-0.04,0,2.5,0.18,0.18
Jesus Campa,Florida A&M,P,0,0,0.08,0.01,2.4,0.18,0.18
David Roberts,Saint Mary's (CA),P,0,0,0.3,0.02,2.2,0.16,0.18
Erik Kvidahl,Cal Poly,P,0,0,0,0,2.5,0.18,0.18
Brode Susce,James Madison,P,0,0,0.44,0.03,2,0.15,0.18
Finn Edwards,Arizona State,P,0,0,0,0,2.4,0.18,0.18
Ethan Plog,LSU,P,0,0,0.03,0,2.4,0.18,0.18
Matt Bruno,George Washington,P,0,0,0.02,0,2.4,0.18,0.18
Ty Pankonin,Prairie View,P,0,0,0,0,2.4,0.18,0.18
PJ Rogan,Sacred Heart,P,0,0,0.55,0.04,1.9,0.14,0.18
Maddox Meyer,Omaha,P,0,0,0.18,0.01,2.2,0.16,0.18
Caldwell McFaddin,Baylor,P,0,0,0,0,2.5,0.18,0.18
Kaveh Meredith,Northern Colorado,P,0,0,0,0,2.5,0.18,0.18
Colin Eaton,East Tennessee State,P,0,0,-0.44,-0.03,2.9,0.21,0.18
Mason Holloway,Binghamton,P,0,0,1.34,0.1,1.1,0.08,0.18
Collin Loupe,New Orleans,3B,-0.05,0,2.47,0.18,0,0,0.18
Connor Lehman,Alabama,P,0,0,0.98,0.07,1.5,0.11,0.18
Drew Harris,George Washington,P,0,0,1,0.07,1.4,0.1,0.18
William Soignier,Bradley,P,0,0,-0.98,-0.07,3.4,0.25,0.18
Jack Giordano,Oregon State,P,0,0,0,0,2.5,0.18,0.18
Jordan Touhey,North Alabama,P,0,0,0.28,0.02,2.2,0.16,0.18
Gavin Sitarz,UMass,P,0,0,-0.76,-0.06,3.2,0.24,0.18
Diego Gutierrez,San Diego,P,0,0,0.11,0.01,2.4,0.18,0.18
Aiden Kitchings,NC State,P,0,0,-0.32,-0.02,2.7,0.2,0.18
Grant Nicholson,Wake Forest,P,0,0,0,0,2.4,0.18,0.18
Jose Bludau,Incarnate Word,P,0,0,-0.59,-0.04,3,0.22,0.18
Jackson Evers,Jacksonville State,P,0,0,0,0,2.5,0.18,0.18
Caleb Pica,Lipscomb,P,0,0,0,0,2.5,0.18,0.18
Logan Addison,Texas Tech,P,0,0,-0.02,0,2.4,0.18,0.18
Caden Wanless,UTRGV,P,0,0,0.19,0.01,2.2,0.16,0.18
Austin Bowker,UC San Diego,P,0,0,0.54,0.04,1.9,0.14,0.18
Parker Morgan,McNeese,P,0,0,-0.13,-0.01,2.6,0.19,0.18
Cristien Banda,Long Beach State,P,0,0,0,0,2.4,0.18,0.18
Nick Heitman,Iowa,P,0,0,0,0,2.4,0.18,0.18
Cam Diaz,Lamar,0,0,0,0,0,2.4,0.18,0.18
Gannon Wentz,Northern Kentucky,P,0,0,0.29,0.02,2.2,0.16,0.18
Sawyer Simmons,Southeastern Louisiana,P,0,0,0,0,2.5,0.18,0.18
David Jeon,Abilene Christian,P,0,0,1.3,0.1,1.1,0.08,0.18
Jeremiah Holder,Villanova,P,0,0,0.11,0.01,2.3,0.17,0.18
Noah Samol,Clemson,P,0,0,0,0,2.5,0.18,0.18
Derek Duval,St. Bonaventure,P,0,0,0.11,0.01,2.3,0.17,0.18
Jared Schaeffer,Dallas Baptist,P,0,0,1.05,0.08,1.3,0.1,0.17
Porter Braddy,UNC Wilmington,P,0,0,0.06,0,2.2,0.16,0.17
Jake Jakubowski,Illinois-Chicago,P,0,0,0.06,0,2.2,0.16,0.17
Quinn Larson,California,P,0,0,0.05,0,2.3,0.17,0.17
Heath Andrews,NC State,P,0,0,-0.25,-0.02,2.6,0.19,0.17
Brett Gastman,Little Rock,P,0,0,-0.37,-0.03,2.7,0.2,0.17
Reilly Witmer,Florida Atlantic,P,0,0,0.06,0,2.3,0.17,0.17
Chase Blease,Incarnate Word,P,0,0,0.04,0,2.3,0.17,0.17
Austin Jones,Central Arkansas,P,0,0,1.53,0.11,0.8,0.06,0.17
Austin Sheldon,Washington State,P,0,0,0,0,2.3,0.17,0.17
Brad Grindlinger,Long Beach State,P,0,0,0.06,0,2.3,0.17,0.17
Yasseel Samboy,Norfolk State,P,0,0,-0.22,-0.02,2.5,0.18,0.17
Jayden Harper,Cal State Fullerton,P,0,0,-0.35,-0.03,2.6,0.19,0.17
Jacob Spencer,Indiana State,P,0,0,0,0,2.3,0.17,0.17
Austin Henry,South Dakota State,P,0,0,-0.05,0,2.3,0.17,0.17
Masen Swan,Cal State Fullerton,P,0,0,0.09,0.01,2.2,0.16,0.17
Dillon Haines,Dallas Baptist,P,0,0,0.11,0.01,2.2,0.16,0.17
Ethan Thomas,TCU,P,0,0,0.07,0.01,2.2,0.16,0.17
Jacob O'Day,Western Kentucky,P,0,0,0.51,0.04,1.8,0.13,0.17
Garrett Mackowiak,California,P,0,0,0,0,2.3,0.17,0.17
Billy Eich,Kansas State,P,0,0,0.07,0.01,2.3,0.17,0.17
Justin Spencer,UMES,P,0,0,0,0,2.3,0.17,0.17
Anthony Unga,Creighton,P,0,0,0,0,2.3,0.17,0.17
Bryce Turner,Florida International,P,0,0,0.85,0.06,1.5,0.11,0.17
Blake Van Cleve,Little Rock,P,0,0,0.51,0.04,1.8,0.13,0.17
Hunter Sloop,Charlotte,P,0,0,0,0,2.3,0.17,0.17
Jase Evangelista,UNLV,P,0,0,0.1,0.01,2.2,0.16,0.17
John Klus,Southeast Missouri,P,0,0,0,0,2.3,0.17,0.17
Ace Whitehead,USC,P,0,0,-0.34,-0.03,2.6,0.19,0.17
Ben Snider,Southeast Missouri,P,0,0,0.39,0.03,1.9,0.14,0.17
Jake Tedesco,Miami (OH),P,0,0,0,0,2.3,0.17,0.17
Eli Solem,UC Davis,P,0,0,0.07,0.01,2.2,0.16,0.17
Jaden Varner,Kent State,P,0,0,-0.83,-0.06,3.1,0.23,0.17
Levi Shaffer,Southeastern Louisiana,P,0,0,0,0,2.3,0.17,0.17
Garrett Byrd,Winthrop,P,0,0,-0.08,-0.01,2.4,0.18,0.17
Joey Arend,Xavier,P,0,0,-0.1,-0.01,2.4,0.18,0.17
Jack Lafflam,Arizona,P,0,0,0.39,0.03,1.9,0.14,0.17
Gianni Gambardella,Maine,P,0,0,-0.21,-0.02,2.5,0.18,0.17
Blaine Albright,Marshall,P,0,0,0.14,0.01,2.2,0.16,0.17
Rece Allensworth,Niagara,P,0,0,0.08,0.01,2.2,0.16,0.17
Kyle Rudolph,Michigan State,P,0,0,0.05,0,2.2,0.16,0.17
Tristan Bristow,Vanderbilt,P,0,0,0.26,0.02,2,0.15,0.17
Ryan Free,Texas Tech,P,0,0,0.07,0.01,2.3,0.17,0.17
Payton Dixon,Nevada,P,0,0,0,0,2.3,0.17,0.17
Bobby Perebzak,Hawaii,P,0,0,0,0,2.3,0.17,0.17
Schuyler Sandford,Florida,P,0,0,0.06,0,2.3,0.17,0.17
